report_date2,Day Type,Descriptor,Holiday,P_DIS_Revenue,P_SEA_NetSpend,P_SHO_NetSpend,P_DIS_NetSpend,P_DIS_Impressions,P_DIS_Clicks,P_DIS_Sessions,P_DIS_Orders,P_SOC_NetSpend,P_AFF_NetSpend,holiday_flag
2017-01-01,Sale,Clearence,New Year Day,163.65,1097.11,0.0,1426.681269,622745,1494,207,2,701.8795848,0.0,0
2017-01-02,Sale,Clearence,NH,74.35,1294.04,0.0,1831.657648,1267612,2103,154,3,755.767474,0.0,0
2017-01-03,Sale,Clearence,NH,27.8,1100.77,0.0,1873.4491899999998,1663501,2232,151,1,1717.0588239999997,0.0,0
2017-01-04,Sale,Clearence,NH,59.42,1288.1,250.64,1985.475743,1612264,2230,204,2,1920.015225,0.0,0
2017-01-05,Sale,Clearence,NH,74.63,1334.74,277.07,2061.870699,1550589,1997,178,3,1899.233218,0.0,0
2017-01-06,Influencer,EOS Sale/ Jeffree Starr,NH,164.46,1995.04,184.17,1981.037861,1426115,1840,187,5,2522.848443,0.0,0
2017-01-07,Sale,Clearence,NH,28.89,2368.15,185.04,2071.247801,1300218,2208,211,1,2550.315571,0.0,0
2017-01-08,Sale,Clearence,NH,34.26,1963.76,189.56,2088.729452,1439262,2338,199,2,2611.99308,0.0,0
2017-01-09,Sale,Clearence,NH,13.59,1569.34,207.8,2065.308652,1678446,1909,187,1,2495.623529,0.0,0
2017-01-10,Sale,Clearence,NH,28.7,1748.79,404.15,1913.322034,1388583,1847,188,1,2303.8477510000002,0.0,0
2017-01-11,Sale,Clearence,NH,163.48,1782.36,510.03,1984.7608690000002,1616589,1976,318,6,1619.2235289999999,0.0,0
2017-01-12,Sale,Clearence,NH,186.34,1934.65,606.09,2098.18657,1484926,1958,1441,5,3865.16263,0.0,0
2017-01-13,Avg day,Avg Day,NH,289.4,2118.75,731.5,1787.8404309999999,1599323,2247,1954,9,3168.950865,0.0,0
2017-01-14,Avg day,Avg Day,NH,463.42,2233.6,731.06,1619.811192,1875792,3059,2589,14,2673.215225,0.0,0
2017-01-15,Avg day,Avg Day,NH,384.43,2203.77,731.42,1662.1334,1265402,2787,2680,13,2358.859516,0.0,0
2017-01-16,Avg day,Avg Day,MLK,912.12,2008.47,650.69,1907.021823,1755985,3400,3141,31,2298.66436,0.0,0
2017-01-17,Promo day- low,30% Off Bundles Promo,NH,746.47,1787.38,500.01,1699.106248,1653205,2661,2545,12,2293.0934260000004,0.0,0
2017-01-18,Promo day- low,30% Off Bundles Promo,NH,607.33,1527.59,546.34,2140.7679420000004,2419788,3446,3139,22,2279.878201,0.0,0
2017-01-19,Promo day- low,30% Off Bundles Promo,NH,352.73,1402.56,541.08,2117.333773,2684050,3703,3330,12,2216.844291,0.0,0
2017-01-20,Promo day- low,30% Off Bundles Promo,NH,553.91,1381.51,530.2,2159.807824,2412078,3229,2893,21,2296.2131489999997,0.0,0
2017-01-21,Promo day- low,30% Off Bundles Promo,NH,468.97,1595.8,529.86,2355.5600289999998,2423754,3684,2961,16,2331.266436,0.0,0
2017-01-22,Promo day- low,30% Off Bundles Promo,NH,620.62,1582.26,530.09,2766.226146,2919972,4397,3298,18,2377.665052,0.0,0
2017-01-23,Promo day- low,30% Off Bundles Promo,NH,517.14,1438.8,495.08,2372.218213,2210429,2881,2501,18,2557.485121,0.0,0
2017-01-24,FSNM,FSNM,NH,499.32,2448.9,726.34,3501.034241,2198071,2961,2130,26,3581.1806229999997,0.0,0
2017-01-25,FSNM,FSNM,NH,718.95,1897.07,848.92,3303.872431,2065215,2401,1895,44,4046.571626,0.0,0
2017-01-26,Avg day,Avg Day,NH,293.6,1484.61,859.89,1991.5664760000002,1395854,1831,1552,12,3125.584775,0.0,0
2017-01-27,Avg day,Avg Day,NH,636.22,1229.58,800.36,1742.7559989999997,1403334,1785,1676,15,2907.378547,0.0,0
2017-01-28,Avg day,Avg Day,NH,365.85,1466.95,798.13,1705.8435309999998,1258436,1813,1637,11,2697.3882350000003,0.0,0
2017-01-29,Avg day,Avg Day,NH,265.45,1530.49,800.8,1832.43881,1401564,2130,1779,9,2787.056055,0.0,0
2017-01-30,Avg day,Avg Day,NH,436.94,1533.59,715.68,1653.0199710000002,1319564,1735,1510,8,2742.178547,0.0,0
2017-01-31,Avg day,Avg Day,NH,315.08,2003.38,605.28,1496.0838820000001,1299710,1744,1522,8,2699.248443,0.0,0
2017-02-01,Avg day,Avg Day,NH,556.41,2027.62,1060.95,2184.767852,2642233,3617,2823,18,2764.937024,0.0,0
2017-02-02,Avg day,Avg Day,Groundhog Day,642.32,1606.43,529.81,2033.9594789999999,1966314,3173,2661,21,2141.0311420000003,0.0,0
2017-02-03,Avg day,Avg Day,NH,573.18,1581.96,530.37,2161.168184,2531523,5866,4946,16,2051.528028,0.0,0
2017-02-04,Avg day,Avg Day,NH,362.96,1603.12,529.23,2154.072819,2282900,4840,4086,12,1974.116263,0.0,0
2017-02-05,Avg day,Avg Day,Superbowl,381.6,1569.6,531.18,2117.280832,2261302,4441,3825,14,2061.352249,0.0,0
2017-02-06,Avg day,Avg Day,NH,669.04,1497.71,555.12,2290.901648,2431567,4211,3553,18,1985.519723,0.0,0
2017-02-07,Avg day,Avg Day,NH,354.43,1360.05,522.66,2322.784502,2462040,3588,3054,13,1985.665052,0.0,0
2017-02-08,Avg day,Avg Day,NH,391.84,1326.14,504.79,2231.041147,2508395,3998,3316,14,1955.4173010000002,0.0,0
2017-02-09,Avg day,Avg Day,NH,572.2,1451.54,498.21,2276.379969,2670673,4567,3896,19,1933.647059,0.0,0
2017-02-10,Avg day,Avg Day,NH,525.56,1352.09,475.11,2180.304918,2503171,3161,2590,19,1995.111419,0.0,0
2017-02-11,Avg day,Avg Day,NH,557.93,1392.2,474.83,2079.416857,2244338,3011,2490,16,2090.4955019999998,0.0,0
2017-02-12,Avg day,Avg Day,NH,506.79,1579.86,479.54,2188.164385,2431316,3205,2487,15,2210.052595,0.0,0
2017-02-13,Avg day,Avg Day,NH,363.58,1352.62,533.43,2180.793967,2503363,2739,2222,13,2192.022145,0.0,0
2017-02-14,Product launch,Product launch,Valentine Day,424.66,1210.7,419.88,2232.515953,2687159,2963,2243,11,2386.249135,0.0,0
2017-02-15,Avg day,Avg Day,NH,677.48,1440.77,340.08,2089.003973,2639640,2853,2351,19,2479.802076,0.0,0
2017-02-16,Avg day,Avg Day,NH,267.28,1438.48,340.74,1946.7518850000001,2274169,2599,2122,9,2480.2477510000003,0.0,0
2017-02-17,Avg day,Avg Day,NH,554.63,1585.82,709.93,2608.700992,3188948,3577,2815,16,2416.051211,0.0,0
2017-02-18,Avg day,Avg Day,NH,271.24,1526.43,710.42,2641.2503079999997,3332926,3527,2805,10,2348.5605539999997,0.0,0
2017-02-19,Avg day,Avg Day,NH,549.58,1671.99,709.15,2654.618587,3256552,3412,2731,19,2456.258824,0.0,0
2017-02-20,FSNM,FSNM,President's Day,1605.91,2431.71,1110.71,4062.0649909999997,4316004,5777,3859,92,3897.755017,0.0,0
2017-02-21,FSNM,FSNM,NH,1627.32,2504.11,1071.6,4632.8758,3687831,4364,3066,80,6345.1391,0.0,0
2017-02-22,Avg day,Avg Day,NH,510.33,1729.5,276.15,1951.9879059999998,1557446,2025,1659,22,2498.6463670000003,0.0,0
2017-02-23,Avg day,Avg Day,NH,331.26,1511.52,274.6,1783.4109600000002,1932061,2787,1914,9,1685.0186850000002,0.0,0
2017-02-24,Avg day,Avg Day,NH,185.41,1570.22,300.61,1839.969182,1937264,2643,1886,7,1684.7086510000001,0.0,0
2017-02-25,Avg day,Avg Day,NH,320.12,1542.93,299.65,1906.7995629999998,1854630,2402,1838,11,1685.725952,0.0,0
2017-02-26,Avg day,Avg Day,NH,263.89,1896.7,300.2,1922.744644,1970704,2318,1867,8,1704.269896,0.0,0
2017-02-27,Avg day,Avg Day,NH,179.9,1072.15,414.02,2454.866875,2919089,3728,2631,9,1713.0671280000001,0.0,0
2017-02-28,Avg day,Avg Day,NH,166.3,988.41,406.09,2261.665077,1969580,2653,1821,5,1297.378547,0.0,0
2017-03-01,Avg day,Avg Day,NH,291.15,1095.27,461.28,2236.927498,3236189,4217,2699,6,1059.9889269999999,0.0,0
2017-03-02,FSNM,FSNM,NH,1039.06,2025.53,636.89,4304.696931,5426285,9624,5522,66,4977.867128,0.0,0
2017-03-03,Avg day,Avg Day,NH,215.39,1574.06,460.34,1955.8559850000001,2889440,5927,3734,13,1512.600692,0.0,0
2017-03-04,Avg day,Avg Day,NH,217.78,1417.88,458.35,2014.9201679999999,2665020,5341,3403,8,1574.578547,0.0,0
2017-03-05,Avg day,Avg Day,NH,157.9,1598.44,458.9,1981.155589,2563467,4286,2570,6,1612.2477509999999,0.0,0
2017-03-06,Avg day,Avg Day,NH,171.7,1466.01,473.39,2163.161858,2363277,8909,5882,6,1596.561938,0.0,0
2017-03-07,Avg day,Avg Day,NH,264.82,1344.67,812.48,2057.874685,2278831,4252,2593,11,1618.33218,0.0,0
2017-03-08,Avg day,Avg Day,NH,233.1,1489.98,972.2,2053.063699,2251431,3889,2577,7,1562.8650519999999,0.0,0
2017-03-09,Avg day,Avg Day,NH,294.25,1614.98,987.91,1773.123711,1852602,3229,1925,9,1577.281661,0.0,0
2017-03-10,Avg day,Avg Day,NH,162.82,1676.53,988.35,1726.067391,1875528,3085,2054,7,1582.435986,0.0,0
2017-03-11,Avg day,Avg Day,NH,356.0,1701.61,988.87,1854.3058600000002,2278797,3979,2937,10,1483.0698960000002,0.0,0
2017-03-12,Avg day,Avg Day,NH,190.27,1676.73,993.4,1724.655655,1846307,3661,2578,8,1542.402768,0.0,0
2017-03-13,Avg day,Avg Day,NH,119.56,1755.07,1015.89,1869.98658,2181955,3355,2383,4,1597.957093,0.0,0
2017-03-14,Product launch,Product launch,NH,365.91,1756.96,998.04,1844.540325,2156741,4370,2376,15,1719.597232,0.0,0
2017-03-15,FSNM,FSNM,NH,512.17,1493.14,988.79,1387.082282,2005014,3263,2000,11,1734.110727,0.0,0
2017-03-16,FSNM,FSNM,NH,138.32,1432.66,690.24,1412.221988,1678683,3688,2093,6,1729.8865050000002,0.0,0
2017-03-17,Promo day- low,Lip Vault (boxed product set including 15+ lip prouducts) Sale- $35 Value for $25 & $5 next order coupon,St. Patrick's Day,84.04,1305.21,799.69,1543.5784939999999,2105594,3941,2306,3,1767.507266,0.0,0
2017-03-18,Avg day,Avg Day,NH,114.7,1514.63,800.26,1088.775188,1606404,2737,1634,4,1904.3100350000002,0.0,0
2017-03-19,Avg day,Avg Day,NH,116.46,1712.51,807.39,1342.713231,1790446,3934,2110,4,1994.2200690000002,0.0,0
2017-03-20,Avg day,Avg Day,NH,276.66,1673.93,728.96,1471.813243,1931282,3132,1890,9,1976.2768170000002,0.0,0
2017-03-21,Avg day,Avg Day,NH,190.32,1688.88,939.09,1971.1228260000003,2656454,3930,2463,10,1956.386159,0.0,0
2017-03-22,FSNM,FSNM,NH,848.95,2551.19,1076.92,2742.096978,3693453,6997,4680,53,6373.584775,0.0,0
2017-03-23,FSNM,FSNM,NH,885.55,2474.83,1057.58,4334.907429999999,4530048,7949,5524,52,6398.368165999999,0.0,0
2017-03-24,FSNM,FSNM,NH,266.58,2698.14,1018.14,2160.2786170000004,2057343,3481,3689,12,2172.4609,0.0,0
2017-03-25,Avg day,Avg Day,NH,241.14,2073.66,1112.74,1562.952706,2063171,4284,3084,7,2343.202768,0.0,0
2017-03-26,Avg day,Avg Day,NH,136.5,1961.18,1192.72,1408.329731,2028751,4799,3321,5,2596.985467,0.0,0
2017-03-27,Sale,Clearence,NH,173.01,2037.78,1083.61,1459.895904,1558009,8700,6169,7,2883.515571,0.0,0
2017-03-28,Sale,Clearence,NH,145.96,2160.23,1019.8,1414.636539,1648159,14271,10558,5,3090.076125,0.0,0
2017-03-29,Sale,Clearence,NH,69.01,2224.72,984.83,1643.996998,1457387,13030,11674,3,3090.134256,0.0,0
2017-03-30,Sale,Clearence,NH,140.3,1654.77,834.8,2693.809143,1860216,27934,21101,6,3104.541176,0.0,0
2017-03-31,Sale,Clearence,NH,31.37,856.77,804.39,2687.009867,1759086,32078,24049,1,3097.226298,0.0,0
2017-04-01,Sale,Clearence,NH,0.0,2278.71,812.9,933.7417464,599659,8281,6535,0,3019.107266,0.0,0
2017-04-02,Sale,Clearence,NH,27.65,1533.94,814.27,933.1547023,610007,9707,7837,1,3169.793772,0.0,0
2017-04-03,Sale,Clearence,NH,53.0,1422.62,845.08,977.0348995999999,719415,6617,5110,2,1823.042215,0.0,0
2017-04-04,Sale,Clearence,NH,0.0,1756.09,841.67,1015.750593,851207,7676,5772,0,1509.8394460000002,0.0,0
2017-04-05,Sale,Clearence,NH,0.0,1448.64,823.78,2945.83696,2138111,29066,21384,0,1080.286505,0.0,0
2017-04-06,Avg day,Avg Day,NH,0.0,1784.19,141.6,3016.638208,2303278,38951,27703,0,1082.466436,0.0,0
2017-04-07,Avg day,Avg Day,NH,0.0,1386.56,139.86,2968.802695,2147377,28404,21218,0,1396.076125,0.0,0
2017-04-08,Avg day,Avg Day,NH,28.02,1129.13,865.96,2995.149953,2368691,31223,24068,1,1624.319723,0.0,0
2017-04-09,Avg day,Avg Day,NH,25.0,1283.98,883.78,2920.754742,2429582,52853,41227,1,1783.144637,0.0,0
2017-04-10,Avg day,Avg Day,NH,0.0,1193.09,841.77,1031.793479,920532,5582,4380,0,1782.340484,0.0,0
2017-04-11,Avg day,Avg Day,NH,0.0,1075.24,786.25,1080.505097,2004543,8310,6748,0,1666.213149,0.0,0
2017-04-12,Avg day,Avg Day,NH,0.0,1346.84,834.96,1035.078109,1869518,6045,4141,0,1644.607612,0.0,0
2017-04-13,Avg day,Avg Day,NH,0.0,1512.19,800.67,1418.591946,2261692,5792,4096,0,1753.265052,0.0,0
2017-04-14,Avg day,Avg Day,Good Friday,0.0,1545.75,898.77,1428.804306,2238919,6446,4788,0,2612.206228,0.0,0
2017-04-15,Avg day,Avg Day,Holy Saturday,0.0,1417.96,905.19,1589.124366,2166277,10146,7399,0,2989.0435989999996,0.0,0
2017-04-16,Avg day,Avg Day,Easter,0.0,1398.63,890.66,1743.821458,2363333,8926,6688,0,3293.371626,0.0,0
2017-04-17,FSNM,FSNM,Easter Monday,3.0,2354.85,1053.67,2664.541929,3005585,7386,5063,1,5511.7176469999995,0.0,0
2017-04-18,FSNM,FSNM,NH,42.16,2172.73,1080.0,3205.496242,3216235,9795,6859,2,5244.080277,0.0,0
2017-04-19,Avg day,Avg Day,NH,30.82,1485.71,1140.55,887.0260089,1201445,6804,4875,1,2555.460208,0.0,0
2017-04-20,Avg day,Avg Day,NH,0.0,1401.2,1086.28,842.6004161000001,1339132,14581,11989,0,1637.612457,0.0,0
2017-04-21,Avg day,Avg Day,NH,0.0,1362.95,948.07,768.1539279,1266119,21317,19382,0,1665.331488,0.0,0
2017-04-22,Avg day,Avg Day,NH,29.91,1183.89,949.81,756.4143363,1106063,14161,13169,1,1667.307958,0.0,0
2017-04-23,Avg day,Avg Day,NH,0.0,1495.11,947.75,776.1659001,1113286,12586,11384,0,1707.273356,0.0,0
2017-04-24,Avg day,Avg Day,NH,29.0,1188.73,947.82,782.5135032000001,1173500,19322,17349,1,1706.5951559999999,0.0,0
2017-04-25,Avg day,Avg Day,NH,51.2,1215.21,813.13,986.5667406,1473791,20419,18136,2,1700.094118,0.0,0
2017-04-26,Influencer,Influencer,NH,0.0,1598.12,648.15,793.7191486,1126962,14426,13383,0,1578.773702,0.0,0
2017-04-27,Avg day,Avg Day,NH,0.0,1424.94,664.67,1194.753564,1537170,15155,12680,0,1486.257439,0.0,0
2017-04-28,Avg day,Avg Day,NH,0.0,1500.27,650.97,1113.525395,1335534,12974,11095,0,1490.7141869999998,0.0,0
2017-04-29,Avg day,Avg Day,NH,0.0,1763.26,670.02,1044.665552,1172522,12639,11033,0,1430.86782,0.0,0
2017-04-30,Avg day,Avg Day,NH,37.02,2227.38,657.87,1125.6504400000001,1272780,10037,8699,1,1511.389619,0.0,0
2017-05-01,Avg day,Avg Day,NH,0.0,1078.72,661.88,1267.658317,1354210,21339,19924,0,1615.716263,0.0,0
2017-05-02,Avg day,Avg Day,NH,7.51,1730.75,882.43,3714.391769,2982829,38205,33427,1,1597.4532869999998,0.0,0
2017-05-03,Avg day,Avg Day,NH,0.0,1700.43,822.45,4580.152986,4118173,86402,82155,0,1815.029758,0.0,0
2017-05-04,Avg day,Avg Day,NH,0.0,1653.06,821.11,5336.870556,3278632,59789,59798,0,1787.1944640000002,0.0,0
2017-05-05,Avg day,Avg Day,Cinco de Mayo,26.5,1417.04,815.2,5442.707107,863599,583,612,1,2804.30173,0.0,0
2017-05-06,Avg day,Avg Day,NH,0.0,1518.35,811.99,5716.148185,555658,552,433,0,3600.693426,0.0,0
2017-05-07,FSNM,FSNM,NH,15.33,2079.64,899.72,9043.558439,1080861,738,536,2,5720.884429,0.0,0
2017-05-08,Avg day,Avg Day,NH,19.49,1204.54,819.41,1850.4664489999998,650471,3125,2939,1,3725.1141869999997,0.0,0
2017-05-09,Avg day,Avg Day,NH,0.0,1635.02,896.39,2364.0872870000003,2670249,45317,38083,0,1740.466436,0.0,0
2017-05-10,Avg day,Avg Day,NH,138.92,1651.88,891.55,3911.684857,4531891,61658,58033,2,1667.056055,0.0,0
2017-05-11,Avg day,Avg Day,NH,0.0,1859.74,1069.09,4325.281567,4509069,65754,60614,0,1867.212457,0.0,0
2017-05-12,Avg day,Avg Day,NH,27.0,1677.47,982.25,3683.908446,4100233,58793,60280,1,1832.2851210000001,0.0,0
2017-05-13,Avg day,Avg Day,NH,0.0,1813.06,981.68,4776.970308,4743974,82614,72614,0,1873.13218,0.0,0
2017-05-14,Avg day,Avg Day,Mother's Day,34.82,1804.11,912.47,5351.919754,5288110,94493,89781,2,2079.518339,0.0,0
2017-05-15,Avg day,Avg Day,NH,0.0,1568.34,980.55,5433.9831,4911450,76681,73527,0,2427.270588,0.0,0
2017-05-16,Avg day,Avg Day,NH,30.7,1647.69,1008.11,5946.339235,5090257,82033,75292,1,4095.3536329999997,0.0,0
2017-05-17,FSNM,FSNM,NH,239.97,1913.56,994.15,9410.674307,6907490,115443,108763,16,6099.640138000001,0.0,0
2017-05-18,Promo day- low,Thursday Thrill- Discount on Beautifully Bare Face Palette,NH,26.7,1608.92,938.15,3442.706904,2373473,33658,33170,1,2870.746021,0.0,0
2017-05-19,Avg day,Avg Day,NH,0.0,1711.34,950.55,2793.798609,2635684,46004,44749,0,1751.627682,0.0,0
2017-05-20,Avg day,Avg Day,NH,0.0,1969.73,974.08,2804.9704920000004,2340682,39691,36742,0,1608.091349,0.0,0
2017-05-21,Avg day,Avg Day,NH,0.0,2127.2,1010.06,2775.821897,1949892,28834,27684,0,1770.442907,0.0,0
2017-05-22,Avg day,Avg Day,NH,29.38,2069.76,953.52,2738.122593,2819450,43543,40479,1,1531.0380619999999,0.0,0
2017-05-23,Avg day,Avg Day,NH,74.9,1855.22,958.47,2769.282527,2937276,41053,38518,4,1481.1515570000001,0.0,0
2017-05-24,Avg day,Avg Day,NH,60.33,1371.52,980.26,2795.190471,2916595,41298,39060,2,1612.315571,0.0,0
2017-05-25,Avg day,Avg Day,NH,0.0,1411.25,909.83,2886.001728,3208768,42054,38609,0,1975.9764710000002,0.0,0
2017-05-26,Avg day,Avg Day,NH,56.04,1909.64,872.53,5366.203311,6342222,102462,95045,2,1950.9896190000002,0.0,0
2017-05-27,Avg day,Avg Day,NH,26.0,1781.8,874.01,5667.607733,5587851,103966,96153,1,1904.9301039999998,0.0,0
2017-05-28,Avg day,Avg Day,NH,85.61,2135.72,854.18,5693.3146,5030261,82808,76916,2,1868.2975780000002,0.0,0
2017-05-29,Promo day- high,50% off,Memorial Day,695.1,3181.99,920.57,14781.59261,10931575,188138,173676,19,5046.811073,0.0,0
2017-05-30,Promo day- high,50% off,NH,286.95,2758.34,883.96,3640.598646,3187826,40601,42185,9,4986.199308,0.0,0
2017-05-31,Promo day- mid,50% off halo- code left live,NH,65.48,2201.66,932.04,4704.4354,3624750,48827,44205,2,815.1584775,0.0,0
2017-06-01,Avg day,Avg Day,NH,48.73,1718.03,907.31,1759.7873280000001,1306830,9909,10742,1,1249.352249,0.0,0
2017-06-02,Avg day,Avg Day,NH,0.0,1632.24,897.25,2632.305287,2669706,30734,27433,0,2180.366782,0.0,0
2017-06-03,Avg day,Avg Day,NH,0.0,1908.19,869.64,2692.752528,2804201,38824,34580,0,2497.890657,0.0,0
2017-06-04,Avg day,Avg Day,NH,0.0,2051.79,985.38,2719.203361,2731766,38498,35950,0,2676.286505,0.0,0
2017-06-05,FSNM,FSNM,NH,77.0,2459.48,991.26,4746.023153,3055944,39124,35509,7,4340.988235,0.0,0
2017-06-06,Product launch,Product Launch,NH,46.95,1339.37,988.64,1692.19997,1529741,6634,8287,2,1879.3813149999999,0.0,0
2017-06-07,Avg day,Avg Day,NH,26.95,1346.17,950.27,1742.840786,1979120,2078,1747,1,2195.829758,0.0,0
2017-06-08,Avg day,Avg Day,NH,0.0,1355.51,899.65,1747.184068,1849771,1913,1770,0,2523.536332,0.0,0
2017-06-09,Avg day,Avg Day,NH,26.0,1133.27,915.74,2110.81471,1665834,1642,1474,1,2331.343945,0.0,0
2017-06-10,Avg day,Avg Day,NH,29.23,1181.92,863.34,2124.1187449999998,1495356,1457,1365,1,2357.512803,0.0,0
2017-06-11,Avg day,Avg Day,NH,28.71,1310.12,954.62,1878.736657,1739194,1191,998,1,2393.360554,0.0,0
2017-06-12,Sale,Clearence,NH,0.0,1666.76,970.74,2140.325564,2134650,1891,1679,0,1716.448443,0.0,0
2017-06-13,Sale,Clearence,NH,864.2,2198.42,964.25,2222.733018,2015637,1860,1683,3,2160.6408300000003,0.0,0
2017-06-14,Sale,Clearence,NH,217.82,2350.45,980.14,2632.964038,1914574,1460,1299,4,2307.858824,0.0,0
2017-06-15,Sale,Clearence,NH,651.98,2518.12,972.3,2793.071729,1902438,1642,1484,4,2410.4609,0.0,0
2017-06-16,Sale,Clearence,NH,71.4,2343.51,898.65,2873.789041,1946753,1447,1334,3,2288.520415,0.0,0
2017-06-17,Sale,Clearence,NH,54.89,2233.47,830.03,2982.896521,1901975,1683,1555,2,2440.534256,0.0,0
2017-06-18,Sale,Clearence,Father's Day,81.28,2346.36,843.41,2959.6627489999996,1810593,1472,1367,4,2438.548097,0.0,0
2017-06-19,Sale,Clearence,NH,95.42,2554.11,993.27,2894.041627,1677250,1380,1273,4,2389.020069,0.0,0
2017-06-20,Sale,Clearence,NH,122.21,2522.31,991.24,2790.120252,1340060,1084,950,3,2462.130104,0.0,0
2017-06-21,Sale,Clearence,NH,55.47,2834.83,1053.31,3129.603358,1415041,1162,1002,2,2406.420761,0.0,0
2017-06-22,Sale,Clearence,NH,54.53,2387.44,1078.06,3097.0897609999997,1287259,1066,989,2,2457.227682,0.0,0
2017-06-23,Sale,Clearance w/ Extra 25% Off,NH,166.19,2574.31,933.7,3112.132442,1307252,1042,894,6,2386.2006920000003,0.0,0
2017-06-24,Sale,Clearance w/ Extra 25% Off,NH,158.71,2504.86,921.25,3254.1456510000003,1305289,1097,976,6,2488.948097,0.0,0
2017-06-25,Sale,Clearance w/ Extra 25% Off,NH,27.3,2271.53,956.15,3247.0213289999997,1259353,1010,889,1,2493.29827,0.0,0
2017-06-26,Sale,Clearance w/ Extra 25% Off,NH,56.68,2384.27,814.91,2291.9534129999997,972391,776,768,2,2650.631142,0.0,0
2017-06-27,Avg day,Avg Day,NH,25.2,1907.23,717.96,1965.828059,713438,512,458,1,3272.938408,0.0,0
2017-06-28,Avg day,Avg Day,NH,0.0,1885.05,977.09,2008.033988,837087,479,407,0,3620.26436,0.0,0
2017-06-29,Avg day,Avg Day,NH,0.0,1847.06,916.06,2125.771366,1031390,637,597,0,3680.643599,0.0,0
2017-06-30,Avg day,Avg Day,NH,203.77,1192.48,625.4,2298.737431,1011297,669,681,5,2235.0297579999997,0.0,0
2017-07-01,Avg day,Avg Day,NH,31.03,929.21,857.73,3177.194396,1215916,1194,874,1,1911.867128,0.0,0
2017-07-02,Avg day,Avg Day,NH,28.18,967.33,1009.34,3190.6905829999996,1431777,1037,786,1,2033.904498,0.0,0
2017-07-03,Avg day,Avg Day,NH,26.0,1862.42,1025.62,3131.9618809999997,1556335,1099,625,1,1599.197232,0.0,0
2017-07-04,Avg day,Avg Day,Independence Day,234.33,1792.05,850.72,3101.698871,1592794,1202,622,2,2375.998616,0.0,0
2017-07-05,Promo day- high,50% off,NH,700.92,3245.8,1052.41,12225.95342,4257276,4605,2778,22,8310.244983,0.0,0
2017-07-06,Promo day- high,50% off halo- code left live,NH,275.16,1843.44,1115.1,2766.8747789999998,1112661,748,427,6,2515.872664,0.0,0
2017-07-07,Avg day,Avg Day,NH,14.98,1624.48,1146.99,2794.266416,1416482,923,530,1,1574.7432529999999,0.0,0
2017-07-08,Avg day,Avg Day,NH,145.62,1464.14,1093.74,2739.086217,1327468,914,488,5,1276.6837369999998,0.0,0
2017-07-09,Avg day,Avg Day,NH,35.95,1496.11,1164.11,2777.94209,1297125,858,422,2,1296.1577849999999,0.0,0
2017-07-10,Promo day- low,One Day Only GWP- Rose Gold Eyeshadow Palette- $10 Vlaue,NH,37.35,1816.34,1153.82,2946.782971,2167815,1352,733,2,1342.033218,0.0,0
2017-07-11,Avg day,Avg Day,NH,49.64,1608.95,1139.94,2564.261961,2086216,1292,801,2,1406.094118,0.0,0
2017-07-12,Avg day,Avg Day,NH,66.41,1709.48,1165.65,2493.294838,2057195,1197,732,2,1670.9024220000001,0.0,0
2017-07-13,Avg day,Avg Day,NH,0.0,1670.68,1222.91,2395.835424,2113935,1365,782,0,1529.3328720000002,0.0,0
2017-07-14,Avg day,Avg Day,NH,89.82,2155.41,1273.9,2450.956802,2126668,1380,730,3,1686.9757789999999,0.0,0
2017-07-15,Avg day,Avg Day,NH,63.13,1708.71,1210.81,2497.082771,1924697,1329,562,1,1703.649827,0.0,0
2017-07-16,Avg day,Avg Day,NH,0.0,1704.88,1212.99,2513.6279050000003,1959731,1221,477,0,1730.7391,0.0,0
2017-07-17,Avg day,Avg Day,NH,0.0,2734.92,1191.57,2537.888361,2102115,1167,392,0,1620.056747,0.0,0
2017-07-18,Promo day- low,Massaging Eye Wand back-in-stock,NH,0.0,1536.57,1120.94,2508.375748,2149069,1131,463,0,1636.1882349999998,0.0,0
2017-07-19,Avg day,Avg Day,NH,26.57,1636.88,1360.43,2540.385609,2176270,1632,1058,1,1641.943253,0.0,0
2017-07-20,Avg day,Avg Day,NH,30.04,1479.04,1389.53,2538.654955,1607293,1017,531,1,1666.40692,0.0,0
2017-07-21,Avg day,Avg Day,NH,28.04,1710.62,1303.3,2536.234724,1564627,904,370,1,1741.483737,0.0,0
2017-07-22,Avg day,Avg Day,NH,27.31,1454.7,1278.9,2556.512068,1555658,960,417,1,1799.712111,0.0,0
2017-07-23,Avg day,Avg Day,NH,0.0,1540.12,1306.28,2568.392639,1508943,1007,405,0,1765.8698960000002,0.0,0
2017-07-24,Promo day- low,One Day Only GWP- Prime & Set Spray,NH,16.24,1757.54,826.54,2485.4598899999996,1850849,1013,432,1,1443.065744,0.0,0
2017-07-25,Avg day,Avg Day,NH,31.97,1658.96,1001.11,2215.202075,1730729,1126,603,1,1536.880277,0.0,0
2017-07-26,Promo day- low,Vault Day: Highlighter Vault (boxed product set including 15+ highlighter prouducts) @ a Discount,NH,79.02,1758.09,875.21,2018.678823,1660918,1493,1047,2,1807.8020760000002,0.0,0
2017-07-27,Avg day,Avg Day,NH,80.56,1626.46,706.69,2061.899491,1545331,1134,1095,2,1915.0159170000002,0.0,0
